LAMMPS data file via write_data, version 29 Aug 2024, timestep = 5000000, units = metal

559 atoms
1 atom types

-0.3344142900576479 28.219414290052143 xlo xhi
-0.3344142900576479 28.219414290052143 ylo yhi
-0.3344142900576479 28.219414290052143 zlo zhi

Masses

1 22.98977

Atoms # atomic

336 1 0.5990896862370203 -0.2078092972611974 1.687760711022154 2 -5 5
89 1 1.9148348377191144 3.1381862208274076 2.625355579329201 0 -2 0
506 1 7.360218873450807 4.138054402521922 0.16778274353219103 1 -5 3
135 1 4.4335406811087585 0.3591720815962872 1.6833242297012165 0 3 -1
476 1 4.955432499642029 3.9871735484458197 2.501119716908211 4 1 0
355 1 6.231571281434385 26.731851064765316 -0.09715757225526289 4 2 2
504 1 11.308531777455972 0.21952459915019218 5.082573300433326 3 1 7
463 1 8.228644213255402 0.6799882105942092 1.5084587359695623 0 2 1
352 1 11.129052627889536 2.7297271072385008 1.1181262341464637 1 -4 -2
115 1 16.55077801121477 25.488934129921955 1.8844273561164262 2 -4 3
417 1 14.748220003546942 3.2990545058683347 2.356794270989528 -2 -6 0
265 1 13.77348122346985 27.592110359717076 3.033134280921694 2 4 3
445 1 11.925588082394732 4.454143761369228 4.325730756259243 2 -4 3
498 1 18.442930100599238 2.9065109148977872 0.8132074410059289 0 -1 -5
76 1 22.015596186416808 4.335765622847135 3.414305844058229 2 3 2
8 1 16.84094564062315 -0.22188332338577516 3.782916167514844 1 5 -1
109 1 22.20577261704697 2.762197882324199 0.5061242382614674 1 2 2
45 1 23.978373317456782 1.403762690412756 5.114813314503818 0 -4 1
155 1 26.985747132449827 4.044156483360332 4.42410387968628 -4 -1 0
351 1 25.393541488141462 5.81010099496549 1.6432057145916814 2 4 -3
145 1 25.583645508450463 1.7942033949025817 1.719528036635107 3 5 7
460 1 0.331052905545978 4.9024615377191205 0.03151269780519961 -2 1 3
137 1 27.16370259483221 7.717430756747854 4.012497100223928 -3 -4 -2
486 1 25.50694954580349 4.536240716632449 26.56961997555405 -3 -1 7
165 1 2.7710002254362447 7.1778161598969765 0.9035715033428027 -6 2 -4
287 1 1.9870088817134404 13.316434487986303 3.799203530652588 -2 -1 2
164 1 4.653435048726981 10.49575445501045 3.5948350941025407 -1 3 -1
208 1 6.624650011585018 10.214314331507483 0.6724058242551225 5 3 -2
80 1 6.41648074077665 7.0832244299751155 2.1015790695918644 3 -3 -1
101 1 9.355438926663629 9.744895675742168 2.656393777659197 -1 -1 0
253 1 8.293400703830708 9.049261862066619 6.021412083878463 3 3 4
255 1 7.711770269809435 12.371217036436038 4.003065875531276 0 1 0
319 1 12.018904955715564 7.838797344634299 4.893847739739455 2 2 1
543 1 17.09549083811958 5.665506256564281 -0.2586169261856558 -3 4 4
360 1 15.704529117462737 7.773298764041968 3.663361717022682 -4 -3 -5
234 1 14.833031058623563 5.066413234260524 5.646304675711312 5 -2 6
521 1 10.035273099927892 6.672470275777843 2.2040995051830774 3 1 -1
279 1 19.67997426440548 6.963073218682065 1.7599823375129287 -2 2 5
275 1 23.347352261909087 8.057755092512211 3.2646530126396094 -3 1 -1
248 1 18.41052475090257 10.286583327320736 2.135428717718576 -3 -1 4
6 1 18.813736964529397 5.875782808261572 5.438715776168263 0 -4 4
316 1 1.3164096814984247 9.777777054358074 1.7038673962507573 1 3 0
459 1 26.552321902677487 11.372208750131922 4.704500610956103 0 8 0
