# i j k l k n phi0deg (k=0 used to derive 1-4 scaling only)
1 2 5 6 0.0 1 180.0
1 2 5 21 0.0 1 180.0
1 2 5 22 0.0 1 180.0
1 2 8 10 0.0 1 180.0
1 2 8 25 0.0 1 180.0
1 2 8 26 0.0 1 180.0
1 3 4 6 0.0 1 180.0
1 3 4 19 0.0 1 180.0
1 3 4 20 0.0 1 180.0
1 3 9 10 0.0 1 180.0
1 3 9 14 0.0 1 180.0
1 3 9 27 0.0 1 180.0
2 1 3 4 0.0 1 180.0
2 1 3 9 0.0 1 180.0
2 1 3 18 0.0 1 180.0
2 5 6 4 0.0 1 180.0
2 5 6 7 0.0 1 180.0
2 5 6 11 0.0 1 180.0
2 8 10 7 0.0 1 180.0
2 8 10 9 0.0 1 180.0
2 8 10 28 0.0 1 180.0
3 1 2 5 0.0 1 180.0
3 1 2 8 0.0 1 180.0
3 1 2 17 0.0 1 180.0
3 4 6 5 0.0 1 180.0
3 4 6 7 0.0 1 180.0
3 4 6 11 0.0 1 180.0
3 9 10 7 0.0 1 180.0
3 9 10 8 0.0 1 180.0
3 9 10 28 0.0 1 180.0
4 3 1 15 0.0 1 180.0
4 3 1 16 0.0 1 180.0
4 3 9 10 0.0 1 180.0
4 3 9 14 0.0 1 180.0
4 3 9 27 0.0 1 180.0
4 6 5 21 0.0 1 180.0
4 6 5 22 0.0 1 180.0
4 6 7 10 0.0 1 180.0
4 6 7 23 0.0 1 180.0
4 6 7 24 0.0 1 180.0
4 6 11 12 0.0 1 180.0
4 6 11 13 0.0 1 180.0
5 2 1 15 0.0 1 180.0
5 2 1 16 0.0 1 180.0
5 2 8 10 0.0 1 180.0
5 2 8 25 0.0 1 180.0
5 2 8 26 0.0 1 180.0
5 6 4 19 0.0 1 180.0
5 6 4 20 0.0 1 180.0
5 6 7 10 0.0 1 180.0
5 6 7 23 0.0 1 180.0
5 6 7 24 0.0 1 180.0
5 6 11 12 0.0 1 180.0
5 6 11 13 0.0 1 180.0
6 4 3 9 0.0 1 180.0
6 4 3 18 0.0 1 180.0
6 5 2 8 0.0 1 180.0
6 5 2 17 0.0 1 180.0
6 7 10 8 0.0 1 180.0
6 7 10 9 0.0 1 180.0
6 7 10 28 0.0 1 180.0
7 6 4 19 0.0 1 180.0
7 6 4 20 0.0 1 180.0
7 6 5 21 0.0 1 180.0
7 6 5 22 0.0 1 180.0
7 6 11 12 0.0 1 180.0
7 6 11 13 0.0 1 180.0
7 10 8 25 0.0 1 180.0
7 10 8 26 0.0 1 180.0
7 10 9 14 0.0 1 180.0
7 10 9 27 0.0 1 180.0
8 2 1 15 0.0 1 180.0
8 2 1 16 0.0 1 180.0
8 2 5 21 0.0 1 180.0
8 2 5 22 0.0 1 180.0
8 10 7 23 0.0 1 180.0
8 10 7 24 0.0 1 180.0
8 10 9 14 0.0 1 180.0
8 10 9 27 0.0 1 180.0
9 3 1 15 0.0 1 180.0
9 3 1 16 0.0 1 180.0
9 3 4 19 0.0 1 180.0
9 3 4 20 0.0 1 180.0
9 10 7 23 0.0 1 180.0
9 10 7 24 0.0 1 180.0
9 10 8 25 0.0 1 180.0
9 10 8 26 0.0 1 180.0
10 7 6 11 0.0 1 180.0
10 8 2 17 0.0 1 180.0
10 9 3 18 0.0 1 180.0
11 6 4 19 0.0 1 180.0
11 6 4 20 0.0 1 180.0
11 6 5 21 0.0 1 180.0
11 6 5 22 0.0 1 180.0
11 6 7 23 0.0 1 180.0
11 6 7 24 0.0 1 180.0
14 9 3 18 0.0 1 180.0
14 9 10 28 0.0 1 180.0
15 1 2 17 0.0 1 180.0
15 1 3 18 0.0 1 180.0
16 1 2 17 0.0 1 180.0
16 1 3 18 0.0 1 180.0
17 2 5 21 0.0 1 180.0
17 2 5 22 0.0 1 180.0
17 2 8 25 0.0 1 180.0
17 2 8 26 0.0 1 180.0
18 3 4 19 0.0 1 180.0
18 3 4 20 0.0 1 180.0
18 3 9 27 0.0 1 180.0
23 7 10 28 0.0 1 180.0
24 7 10 28 0.0 1 180.0
25 8 10 28 0.0 1 180.0
26 8 10 28 0.0 1 180.0
