# i j k r0 (k=0 used to derive 1-2 exclusions only)
1 2 0.0 0.0
1 3 0.0 0.0
1 15 0.0 0.0
1 16 0.0 0.0
2 5 0.0 0.0
2 8 0.0 0.0
2 17 0.0 0.0
3 4 0.0 0.0
3 9 0.0 0.0
3 18 0.0 0.0
4 6 0.0 0.0
4 19 0.0 0.0
4 20 0.0 0.0
5 6 0.0 0.0
5 21 0.0 0.0
5 22 0.0 0.0
6 7 0.0 0.0
6 11 0.0 0.0
7 10 0.0 0.0
7 23 0.0 0.0
7 24 0.0 0.0
8 10 0.0 0.0
8 25 0.0 0.0
8 26 0.0 0.0
9 10 0.0 0.0
9 14 0.0 0.0
9 27 0.0 0.0
10 28 0.0 0.0
11 12 0.0 0.0
11 13 0.0 0.0
29 31 0.0 0.0
29 32 0.0 0.0
29 52 0.0 0.0
30 33 0.0 0.0
30 34 0.0 0.0
30 35 0.0 0.0
31 34 0.0 0.0
31 161 0.0 0.0
32 33 0.0 0.0
32 51 0.0 0.0
33 162 0.0 0.0
34 36 0.0 0.0
35 37 0.0 0.0
36 40 0.0 0.0
36 73 0.0 0.0
36 163 0.0 0.0
37 38 0.0 0.0
37 85 0.0 0.0
37 164 0.0 0.0
38 39 0.0 0.0
39 40 0.0 0.0
39 42 0.0 0.0
40 41 0.0 0.0
41 43 0.0 0.0
41 165 0.0 0.0
42 44 0.0 0.0
42 166 0.0 0.0
43 44 0.0 0.0
43 46 0.0 0.0
44 45 0.0 0.0
45 49 0.0 0.0
46 47 0.0 0.0
46 69 0.0 0.0
46 167 0.0 0.0
47 48 0.0 0.0
47 65 0.0 0.0
48 50 0.0 0.0
48 56 0.0 0.0
49 50 0.0 0.0
49 103 0.0 0.0
49 168 0.0 0.0
51 68 0.0 0.0
52 53 0.0 0.0
52 77 0.0 0.0
52 169 0.0 0.0
53 55 0.0 0.0
53 63 0.0 0.0
54 55 0.0 0.0
54 68 0.0 0.0
55 58 0.0 0.0
56 57 0.0 0.0
56 170 0.0 0.0
57 60 0.0 0.0
57 67 0.0 0.0
58 59 0.0 0.0
58 171 0.0 0.0
59 61 0.0 0.0
59 64 0.0 0.0
60 62 0.0 0.0
61 62 0.0 0.0
62 97 0.0 0.0
62 172 0.0 0.0
63 64 0.0 0.0
63 173 0.0 0.0
64 66 0.0 0.0
65 67 0.0 0.0
65 174 0.0 0.0
66 67 0.0 0.0
66 81 0.0 0.0
66 175 0.0 0.0
68 91 0.0 0.0
68 176 0.0 0.0
69 70 0.0 0.0
69 177 0.0 0.0
69 178 0.0 0.0
70 71 0.0 0.0
70 179 0.0 0.0
70 180 0.0 0.0
71 72 0.0 0.0
71 141 0.0 0.0
73 74 0.0 0.0
73 181 0.0 0.0
73 182 0.0 0.0
74 75 0.0 0.0
74 183 0.0 0.0
74 184 0.0 0.0
75 76 0.0 0.0
75 150 0.0 0.0
77 78 0.0 0.0
77 185 0.0 0.0
77 186 0.0 0.0
78 79 0.0 0.0
78 187 0.0 0.0
78 188 0.0 0.0
79 80 0.0 0.0
79 143 0.0 0.0
81 82 0.0 0.0
81 189 0.0 0.0
81 190 0.0 0.0
82 83 0.0 0.0
82 191 0.0 0.0
82 192 0.0 0.0
83 84 0.0 0.0
83 142 0.0 0.0
85 87 0.0 0.0
85 88 0.0 0.0
86 89 0.0 0.0
86 90 0.0 0.0
86 193 0.0 0.0
87 90 0.0 0.0
87 194 0.0 0.0
88 89 0.0 0.0
88 195 0.0 0.0
89 112 0.0 0.0
90 113 0.0 0.0
91 93 0.0 0.0
91 94 0.0 0.0
92 95 0.0 0.0
92 96 0.0 0.0
92 196 0.0 0.0
93 96 0.0 0.0
93 197 0.0 0.0
94 95 0.0 0.0
94 198 0.0 0.0
95 109 0.0 0.0
96 122 0.0 0.0
97 99 0.0 0.0
97 100 0.0 0.0
98 101 0.0 0.0
98 102 0.0 0.0
98 199 0.0 0.0
99 102 0.0 0.0
99 200 0.0 0.0
100 101 0.0 0.0
100 201 0.0 0.0
101 110 0.0 0.0
102 111 0.0 0.0
103 105 0.0 0.0
103 106 0.0 0.0
104 107 0.0 0.0
104 108 0.0 0.0
104 202 0.0 0.0
105 108 0.0 0.0
105 203 0.0 0.0
106 107 0.0 0.0
106 204 0.0 0.0
107 115 0.0 0.0
108 114 0.0 0.0
109 127 0.0 0.0
110 116 0.0 0.0
111 129 0.0 0.0
112 123 0.0 0.0
113 151 0.0 0.0
114 133 0.0 0.0
115 156 0.0 0.0
116 118 0.0 0.0
116 119 0.0 0.0
117 120 0.0 0.0
117 121 0.0 0.0
117 205 0.0 0.0
118 121 0.0 0.0
118 159 0.0 0.0
119 120 0.0 0.0
119 206 0.0 0.0
120 144 0.0 0.0
121 122 0.0 0.0
123 125 0.0 0.0
123 126 0.0 0.0
124 127 0.0 0.0
124 128 0.0 0.0
124 207 0.0 0.0
125 128 0.0 0.0
125 208 0.0 0.0
126 127 0.0 0.0
126 158 0.0 0.0
128 139 0.0 0.0
129 131 0.0 0.0
129 132 0.0 0.0
130 133 0.0 0.0
130 134 0.0 0.0
130 209 0.0 0.0
