# Per-atom LJ parameters: sigma epsilon (sequential in GROUP order)
0.264953000 0.065688800
0.339967000 0.457730000
0.264953000 0.065688800
0.264953000 0.065688800
0.339967000 0.359824000
0.295992000 0.878640000
0.325000000 0.711280000
0.106908000 0.065688800
0.339967000 0.457730000
0.247135000 0.065688800
0.339967000 0.457730000
0.264953000 0.065688800
0.264953000 0.065688800
0.264953000 0.065688800
0.339967000 0.359824000
0.295992000 0.878640000
0.325000000 0.711280000
0.106908000 0.065688800
0.339967000 0.457730000
0.247135000 0.065688800
0.247135000 0.065688800
0.247135000 0.065688800
